Key,Value
v_JumpRope_g08_c03,0.2686184048652649,0.3094582259654999,0.3366587162017822,0.2830480635166168,0.19250987470149994,0.09376190602779388,0.2322801947593689,0.2574096918106079,0.19167041778564453,0.11860176920890808
v_PlayingDaf_g08_c01,0.42239144444465637,0.31256163120269775,0.3025793433189392,0.2536606788635254,0.3173004686832428,0.38283899426460266,0.2188992202281952,0.16633687913417816,0.3836056590080261,0.27257174253463745
v_StillRings_g12_c02,0.24447724223136902
v_BalanceBeam_g06_c05,0.35863617062568665,0.8345601558685303,0.18168553709983826,0.09288499504327774,0.34790927171707153,0.11242834478616714,0.20607703924179077,0.2461237907409668,0.28806260228157043,0.29210275411605835
v_PlayingDaf_g05_c04,0.42239144444465637,0.31256163120269775,0.3025793433189392,0.22176502645015717,0.1959531605243683,0.19912001490592957,0.2536606788635254,0.3173004686832428,0.2929883599281311,0.3166723847389221,0.27090853452682495,0.24100962281227112,0.14471067488193512,0.33319711685180664,0.3146963119506836,0.27335962653160095,0.18993794918060303,0.2502951920032501
v_PlayingFlute_g22_c04,0.36687928438186646,0.35206711292266846,0.22847580909729004,0.24996767938137054,0.3593461513519287,0.2822495996952057,0.23500347137451172,0.1942087709903717,0.36285534501075745,0.3080444633960724,0.38267362117767334,0.2362469732761383,0.2495822012424469,0.24313512444496155,0.34134623408317566
v_Biking_g07_c01,0.9043843746185303,0.4493582546710968,0.3478720784187317,0.42801910638809204,0.49065962433815,0.45786619186401367,0.5071896910667419,0.41842198371887207,0.4028030335903168,0.5681243538856506,0.5774400234222412
v_JavelinThrow_g01_c01,0.3379650413990021,0.3901147246360779,0.3837261199951172,0.3666073679924011,0.28268006443977356,0.26993873715400696,0.341126024723053,0.21833990514278412,0.21638545393943787,0.26112377643585205
v_MilitaryParade_g05_c01,0.33057382702827454,0.21035908162593842,0.18358825147151947,0.09268113970756531,0.31577616930007935,0.16373680531978607,0.2444092184305191,0.5174657106399536,0.13077884912490845,0.11328843235969543
v_WalkingWithDog_g10_c04,0.5063114762306213,0.3632882237434387,0.36616790294647217,0.28139179944992065,0.45748209953308105,0.42024606466293335,0.31492486596107483,0.09585539996623993,0.22244712710380554,0.2474982738494873
v_BalanceBeam_g16_c02,0.10456151515245438,0.8345601558685303,0.21116115152835846,0.10430881381034851,0.14861969649791718,0.13583917915821075,0.23154139518737793,0.11473885178565979,0.2355719804763794,0.10674092173576355
v_HorseRiding_g23_c01,0.7911822199821472,0.6972756385803223,0.2536848187446594,0.2749355733394623,0.36689746379852295,0.7281854152679443,0.29523369669914246,0.2705106735229492,0.29850393533706665,0.315771222114563,0.33004555106163025,0.27144655585289
v_Mixing_g03_c01,0.21754196286201477,0.27533888816833496,0.3083449602127075,0.47826212644577026,0.303422749042511,0.18206053972244263,0.20334789156913757,0.41389796137809753,0.28836196660995483,0.1561039686203003
v_Lunges_g13_c04,0.31238090991973877,0.28690093755722046,0.06778693199157715,0.10894307494163513,0.16141554713249207,0.1589144915342331,-0.004945810884237289,0.10693084448575974,0.18628811836242676,0.137769877910614
v_BalanceBeam_g15_c01,0.14805978536605835,0.35863617062568665,0.1616152822971344,0.11242834478616714,0.1346427947282791,0.18704116344451904,0.8345601558685303,0.19522009789943695,0.27654579281806946,0.2526949942111969,0.14778301119804382,0.18550190329551697,0.195681631565094,0.28806260228157043,0.2580978572368622,0.2461237907409668,0.13449838757514954,0.07529391348361969
v_GolfSwing_g20_c06,0.8039778470993042,0.44392985105514526,0.2931440472602844,0.4504373073577881,0.26294389367103577,0.4169444441795349,0.319460928440094,0.5359014272689819,0.6324716806411743,0.1719430685043335
v_SkyDiving_g11_c02,1.0,0.2027604579925537,0.31573042273521423,0.3924933969974518,0.26063451170921326,0.36706578731536865,0.39948487281799316,0.42105668783187866,0.6664832234382629,0.330732136964798
